financial_year,year,bank_name,total_assets,investments,advances,fixed_assets,other_assets,capital,reserves_surplus,deposits,borrowings,other_liabilities_provisions,total_liabilities,interest_earned,other_income,total_income,interest_expended,operating_expenses,net_interest_income,provisions_contingencies,operating_profit,net_profit,crar,tier1_crar,tier2_crar,gross_npa_opening,gross_npa_additions,gross_npa_reduction,gross_npa_writeoff,gross_npa_closing,net_npa_opening,net_npa_closing,return_on_assets,return_on_equity,net_npa_to_net_advances,asset_growth,deposit_growth,advance_growth,calculated_nii,nii_difference,profit_growth
FY2015-16,2016,STATE BANK OF PATIALA,131662.2936,31417.0205,82185.7074,1389.8975,11304.8506,661.5306,7225.4618,106953.6611,7757.3175,9064.3226,131662.2936,10457.0994,1121.3616,11578.461,7831.562,1919.2639,2625.5374,2800.0349,1827.6351,-972.3998,10.88,7.7,3.18,4359.73,9230.86,5667.85,1156.17,6766.57,3049.23,3268.16,-0.82,-12.8528622100124,3.98,,,,2625.5373999999993,9.094947017729282e-13,
FY2016-17,2017,STATE BANK OF PATIALA,122829.1649,32706.1052,70018.9803,1420.4474,13367.0814,2967.6056,5510.4437,100794.6315,4071.6,9484.8841,122829.1649,9743.4297,1480.5062,11223.9359,7481.2236,2287.8944,2262.2061,5034.2639,1454.8179,-3579.446,11.18,7.78,3.4,6766.57,29616.54,15008.04,3527.7,17847.37,3268.16,10840.33,-2.8,-43.7450275485702,15.48,-6.708928166507344,-5.758596327283638,-14.803945217365133,2262.2061000000003,-4.547473508864641e-13,268.1043537853463
FY2015-16,2016,STATE BANK OF TRAVANCORE,114506.7799,36061.829,65466.2724,444.848,4714.1453,71.1042,5950.0183,101118.7998,2949.4375,4417.4201,114506.7799,9608.879,1148.1885,10757.0675,7054.9576,1903.776,2553.9214,1460.6016,1798.3339,337.7323,11.6,9.19,2.41,2357.05,5236.21,3643.28,750.02,3199.96,1398.66,1813.67,0.31,5.99162661114236,2.77,,,,2553.921400000001,-9.094947017729282e-13,
FY2016-17,2017,STATE BANK OF TRAVANCORE,125916.6088,40777.0567,48617.5736,995.8146,5319.5366,71.1042,4343.7044,114688.9035,3035.0,3777.8967,125916.6088,9537.4591,1481.6241,11019.0832,7100.0021,2415.7631,2437.457,3655.7877,1503.318,-2152.4697,12.19,9.94,2.25,3199.96,9618.3,3436.7,564.58,8816.98,1813.67,4966.64,-1.75,-41.251128996051,10.22,9.964326051229744,13.419961200923991,-25.73645662464814,2437.4570000000003,-4.547473508864641e-13,-737.3301280333566
FY2015-16,2016,SUMITOMO MITSUI BANKING CORPORATION,9060.2207,3323.9928,3947.8483,20.9874,483.5454,3488.9825,251.7779,4226.7558,662.55,430.1545,9060.2207,609.3476,45.2657,654.6133,295.4372,99.4445,313.9104,114.0486,259.7316,145.683,55.31,54.86,0.45,,,,,,,,1.69,3.97181633394098,,,,,313.91040000000004,-5.684341886080802e-14,
FY2016-17,2017,SUMITOMO MITSUI BANKING CORPORATION,13943.0161,2836.0297,5369.7115,22.891,604.0781,3488.9825,394.1099,8678.5748,869.6385,511.7104,13943.0161,754.185,43.6628,797.8478,425.4121,118.7661,328.7729,111.3376,253.6696,142.332,41.8,41.43,0.37,,,,,,,,1.22,3.73386012909378,,53.89267614639897,105.32472682713303,36.01615593993315,328.77289999999994,5.684341886080802e-14,-2.3001997487695935
FY2017-18,2018,SUMITOMO MITSUI BANKING CORPORATION,13350.2823,4243.1283,6131.4409,14.2102,665.7852,3488.9825,529.2221,8070.6069,741.0398,520.431,13350.2823,767.429,40.5087,807.9377,433.8973,133.1808,333.5317,105.7477,240.8596,135.1119,37.57,37.24,0.33,,,,,,,,1.05,3.41999294546199,,-4.251116083843575,-7.005388718894268,14.185667144314905,333.5317,0.0,-5.0727173088272455
FY2018-19,2019,SUMITOMO MITSUI BANKING CORPORATION,14416.7986,4381.487,6919.9514,10.5272,806.5437,3488.9825,699.8032,9272.4118,229.0917,726.5094,14416.7986,1047.1598,74.7696,1121.9294,670.2172,145.7746,376.9426,135.3565,305.9376,170.5811,30.33,29.78,0.55,,,,,,,,1.12,4.15697091782843,,7.988717212369356,14.891134147544726,12.86011743177693,376.94259999999986,1.7053025658242404e-13,26.251721721032716
FY2019-20,2020,SUMITOMO MITSUI BANKING CORPORATION,24919.858298,6925.466723,10919.738633,10.526552,1418.39316,7947.5325,941.463203,14479.658801,257.261,,24919.858298,1246.948814,145.389918,1392.338732,768.220512,171.561792,478.728302,210.896438,452.556428,241.65999,40.86,40.1,0.76,,,,,,,,1.22,3.695733742,,72.85292657136793,56.158495905024395,57.80079948249348,478.7283020000001,-1.1368683772161603e-13,41.66867841748001
FY2020-21,2021,SUMITOMO MITSUI BANKING CORPORATION,26580.815595,5280.047394,10762.662314,24.488836,1103.224266,7947.5325,1293.840411,15652.440609,636.057,,26580.815595,1298.171859,164.429333,1462.601192,606.516984,205.569491,691.654875,298.137509,650.514717,352.377208,32.44,31.72,0.72,,,,,,,,1.28,3.887,,6.665195592758666,8.099512731052783,-1.4384622588429874,691.6548750000001,-1.1368683772161603e-13,45.8152870071707
FY2021-22,2022,SUMITOMO MITSUI BANKING CORPORATION,26556.61367,4038.557517,14282.09357,25.028978,1914.916725,7947.5325,1659.468575,14673.138413,500.0,,26556.613671,1173.768717,209.797396,1383.566113,485.625525,229.251066,688.143192,303.061358,668.689522,365.628164,27.71,27.12,0.59,,,,,,,,1.39,3.879679,,-0.09105034762196818,-6.2565463141697535,32.700377967094155,688.143192,0.0,3.760446390732519
FY2022-23,2023,SUMITOMO MITSUI BANKING CORPORATION,34946.50531,9826.327869,14271.86972,25.39131,2887.410193,7947.5325,2139.430255,19822.00916,2204.957329,,34946.50531,1723.047003,279.568271,2002.615274,860.130607,291.116047,862.916396,371.40694,851.36862,479.96168,35.14,34.12,1.02,,,,,,,,1.59,4.874201,,31.592475397108878,35.09045305834668,-0.07158509324904916,862.9163959999998,1.1368683772161603e-13,31.270434626584166
FY2023-24,2024,SUMITOMO MITSUI BANKING CORPORATION,46245.30163,13064.64211,20513.62277,71.154014,3620.270059,7947.5325,2650.338557,28605.19046,3410.40023,,46245.30163,2789.005607,311.317929,3100.323536,1645.416705,482.698428,1143.588902,461.3001,972.208403,510.908303,20.33,19.51,0.82,,,,,,,,1.26,4.939931,,32.331691594829735,44.31024740783642,43.73465546180728,1143.588902,0.0,6.447727868608166
FY2024-25,2025,SUMITOMO MITSUI BANKING CORPORATION,48166.42784,12436.90329,22546.11164,64.588004,3861.735833,9654.5325,3399.024241,30066.45264,1500.0,,48166.42784,3384.138757,383.628889,3767.767646,2148.822861,464.069537,1235.315896,498.524257,1154.875248,656.350991,23.29,22.32,0.97,,,,,,,,1.34,5.550202,,4.154208410987481,5.108381229075709,9.907995739165077,1235.315896,0.0,28.467473937294784
FY2017-18,2018,SURYODAY SMALL FINANCE BANK LIMITED,2163.5008,311.3436,1574.9472,13.5407,56.5082,67.4967,472.2647,749.52,717.8324,156.387,2163.5008,286.8815,38.0443,324.9258,123.1546,131.3764,163.7269,60.2696,70.3948,10.1252,37.94,34.79,3.15,51.25,51.79,3.68,42.79,56.57,37.4,35.49,0.58,1.87586589185518,2.25,,,,163.7269,0.0,
FY2018-19,2019,SURYODAY SMALL FINANCE BANK LIMITED,3761.4641,664.3927,2679.5838,18.9764,122.1498,81.5825,799.0467,1593.4252,1124.2276,163.1821,3761.4641,530.108,66.9223,597.0303,191.2921,193.5299,338.8159,125.6102,212.2083,86.5981,35.03,33.67,1.36,56.57,33.08,6.47,33.56,49.62,29.23,12.01,3.0,12.1935614048699,0.44,73.8600743757525,112.59275269505818,70.13800843609232,338.81589999999994,5.684341886080802e-14,755.2729822620788
FY2019-20,2020,SURYODAY SMALL FINANCE BANK LIMITED,5364.5223,808.1979,3531.9446,38.7296,148.0516,86.5941,979.6357,2848.7141,1264.6156,,5364.5223,766.684,87.4537,854.1377,276.1823,272.1208,490.5017,194.8985,305.8346,110.9361,35.44,34.3,1.14,49.6209,104.2955,4.7795,47.8864,101.2505,12.0059,20.3742,2.49,11.39641854,0.57,42.617931671872114,78.77928000636618,31.809447422394467,490.50169999999997,5.684341886080802e-14,28.104542709366598
FY2020-21,2021,SURYODAY SMALL FINANCE BANK LIMITED,6711.9853,1873.6967,3982.77,43.2196,215.6584,106.1308,1490.7664,3255.6761,1666.62,,6711.9853,776.1494,76.3975,852.5469,365.6538,328.6406,410.4956,146.3971,158.2525,11.8554,51.47,47.23,4.24,101.250418,398.901068,9.525101,96.949422,393.676963,20.374053,188.120801,0.19,0.89,4.73,25.118042663370055,14.285814080114246,12.764226256550003,410.4956,0.0,-89.31330739047073
FY2021-22,2022,SURYODAY SMALL FINANCE BANK LIMITED,8180.183211,2057.680489,4750.883626,115.249403,278.675281,106.158749,1398.959015,3853.882742,2551.335,,8180.183211,941.820957,93.558443,1035.3794,357.365318,413.104482,584.455639,357.9417,264.9096,-93.0321,37.86,34.44,3.42,393.676963,537.263087,101.788422,231.729703,597.421925,188.120801,283.366568,-1.33,-5.998172,5.97,21.874271849194884,18.374267698190238,19.285914727689523,584.455639,0.0,-884.7234171769827
FY2022-23,2023,SURYODAY SMALL FINANCE BANK LIMITED,9861.221119,2570.186468,6015.051072,164.477455,286.35387,106.158749,1478.56873,5166.719863,2765.4139,,9861.221119,1183.682076,97.422421,1281.104497,437.108088,506.53848,746.573988,259.76713,337.457929,77.690799,33.72,30.84,2.88,597.421925,505.2,206.7,704.520599,191.401326,283.366568,92.976153,0.91,5.028783,1.55,20.550125402319686,34.06531046449779,26.60910149601716,746.5739880000001,-1.1368683772161603e-13,-183.5096692431967
FY2023-24,2024,SURYODAY SMALL FINANCE BANK LIMITED,12377.68456,2599.296775,8077.969956,168.793183,351.550684,106.200698,1698.757381,7777.267453,2442.98,,12377.68456,1588.700867,219.384372,1808.085239,626.468741,727.951044,962.232126,237.706664,453.665454,215.95879,28.41,26.54,1.87,191.401326,196.326968,42.28191,103.074761,242.371623,92.976153,69.871831,1.94,12.742113,0.86,25.518781199941177,50.52620732729669,34.2959495988798,962.232126,0.0,177.97215729497128
FY2024-25,2025,SURYODAY SMALL FINANCE BANK LIMITED,15614.38566,3137.484334,9974.349925,290.135637,503.03099,106.284824,1820.806022,10579.611,2710.286827,,15614.38566,1953.749404,217.25111,2171.000514,847.610658,934.188185,1106.138746,274.237017,389.201671,114.964654,25.83,24.45,1.38,242.371623,743.732,22.4607,229.8061,733.836823,69.871831,457.021133,0.84,6.16094,4.58,26.149487687380525,36.03249552539209,23.47594729033924,1106.138746,0.0,-46.76546668926974
FY2015-16,2016,SYNDICATE BANK,307967.4448,68621.8668,201368.4899,2406.9084,6354.7956,703.3716,11634.6094,261735.344,25501.2009,8392.9189,307967.4448,23197.7802,2508.7326,25706.5128,17213.078,5242.122,5984.7022,4894.7983,3251.3128,-1643.4855,11.16,7.75,3.41,6442.38,12200.54,3381.06,1429.7,13832.16,3843.65,9014.87,-0.56,-12.9424831172638,4.48,,,,5984.7022,0.0,
FY2016-17,2017,SYNDICATE BANK,299073.3357,65465.3996,199669.3526,2454.0704,6252.3391,904.5394,13279.6419,260560.8635,17475.5242,6852.7667,299073.3357,23003.7871,3457.3938,26461.1809,16727.8172,5500.1331,6275.9699,3874.2813,4233.2306,358.9493,12.03,9.26,2.77,13832.16,8137.95,3090.11,1270.69,17609.31,9014.87,10410.98,0.12,2.70678759853604,5.21,-2.8880030179086025,-0.448728277217314,-0.8437950251520276,6275.9699,0.0,-121.84073422004636
FY2017-18,2018,SYNDICATE BANK,323977.1361,80354.2303,210683.868,2478.1022,8944.6927,1417.2721,13524.5396,272776.1062,29613.6117,6645.6065,323977.1361,21775.9498,2805.9011,24581.8509,15223.9304,5494.065,6552.0194,7086.6929,3863.8555,-3222.8374,12.24,9.41,2.83,17609.31,14309.28,3759.98,2400.01,25758.6,10410.98,13239.46,-1.05,-22.1303177543166,6.28,8.326987874633197,4.688057345189134,5.516377579520415,6552.019399999999,9.094947017729282e-13,-997.853095130705
FY2018-19,2019,SYNDICATE BANK,311278.863,76073.1513,171281.0986,2572.3806,10432.1596,2487.912,14082.3067,259896.961,25604.4537,9207.2296,311278.863,21725.4085,2223.8124,23949.2209,15076.5376,6053.4876,6648.8709,5407.4904,2819.1957,-2588.2947,14.23,11.36,2.87,25758.6,11592.01,5895.74,6774.5,24680.37,13239.46,12627.73,-0.87,-16.427343253642,7.37,-3.9194966820376154,-4.721507825380044,-18.702319154307535,6648.870900000002,-1.8189894035458565e-12,-19.688945523593592
FY2019-20,2020,SYNDICATE BANK,326729.5293,74964.2633,184398.7777,2567.6848,11716.3735,2683.7236,9802.3383,281269.8228,20278.8622,,326729.5293,21915.2114,3047.1157,24962.3271,14744.5822,6744.7803,7170.6292,7074.7064,3472.9646,-3601.7418,11.51,8.41,3.1,24680.37,9112.46,4772.65,4933.7,24086.48,12627.73,8504.7,-1.2,-24.7914855282613,4.61,4.963609205935704,8.223590502083633,7.658567820512574,7170.629199999999,9.094947017729282e-13,39.15501198530444
FY2015-16,2016,TAMILNAD MERCANTILE BANK LTD,35266.3124,8864.7069,22577.7127,156.3924,2068.6131,0.2845,2941.394,30368.865,333.1991,1622.5698,35266.3124,3252.1703,318.5045,3570.6748,2208.1555,636.9634,1044.0148,323.3994,725.5559,402.1565,12.75,12.16,0.59,318.68,520.91,321.38,99.27,418.94,135.53,200.74,1.23,14.5287957595027,0.89,,,,1044.0148000000004,-4.547473508864641e-13,
FY2016-17,2017,TAMILNAD MERCANTILE BANK LTD,36984.3661,11504.4766,21972.3197,154.3865,1407.4238,142.5115,3081.527,32190.1495,,1570.1781,36984.3661,3380.9605,430.5081,3811.4686,2230.1536,705.57,1150.8069,559.0803,875.745,316.6647,14.02,13.27,0.75,418.94,727.94,254.49,243.75,648.64,200.74,381.92,0.86,10.2717883418911,1.74,4.871656782578704,5.997209642177936,-2.6813743626031727,1150.8069,0.0,-21.258340969249534
FY2017-18,2018,TAMILNAD MERCANTILE BANK LTD,37919.9522,10363.6131,23768.7185,140.2973,1643.8208,142.5115,3262.2776,32428.3322,513.0,1573.8309,37919.9522,3250.4925,506.1222,3756.6147,2040.7554,709.8578,1209.7371,784.0853,1006.0015,221.9162,14.83,14.31,0.52,648.64,1242.16,428.57,593.95,868.28,381.92,513.29,0.59,6.69548865624443,2.16,2.529679966584575,0.7399241808429657,8.175735764485538,1209.7370999999998,2.2737367544323206e-13,-29.92076477106541
FY2018-19,2019,TAMILNAD MERCANTILE BANK LTD,40532.7956,9106.5865,26487.9403,138.3824,1879.531,142.5115,3475.7439,35136.2481,,1778.2921,40532.7956,3224.4566,414.3411,3638.7977,1994.3044,760.2262,1230.1522,625.6866,884.2671,258.5805,16.17,15.52,0.65,868.28,947.23,383.63,263.77,1168.11,513.29,636.51,0.68,7.36377222157712,2.4,6.890418495833428,8.350463055882962,11.440338274863237,1230.1522,0.0,16.52168701518859
FY2019-20,2020,TAMILNAD MERCANTILE BANK LTD,42758.7972,9467.3297,27715.7642,128.4529,1710.7007,142.5115,3837.1347,36825.0267,324.0,,42758.7972,3466.1117,526.4169,3992.5286,2146.5923,850.9115,1319.5194,587.3318,995.0248,407.693,16.74,15.87,0.87,1168.11,554.66,335.88,365.91,1020.98,636.51,497.47,0.99,10.73172624,1.8,5.4918531205382815,4.806371457742542,4.635407230965427,1319.5194000000001,-2.2737367544323206e-13,57.66579459781384
FY2020-21,2021,TAMILNAD MERCANTILE BANK LTD,47527.1685,11703.2089,31069.6034,137.1762,1912.1048,142.5115,4437.4709,40970.4168,,,47527.1685,3609.0535,644.3482,4253.4017,2071.5248,979.6531,1537.5287,598.8945,1202.2238,603.3293,18.94,17.93,1.01,1020.98,574.96,118.57,392.59,1084.78,497.47,613.82,1.34,14.097,1.98,11.15179006952982,11.256991430776054,12.100836101066271,1537.5286999999998,2.2737367544323206e-13,47.986180778183595
FY2021-22,2022,TAMILNAD MERCANTILE BANK LTD,52858.4881,13242.3695,33491.5428,210.8354,2061.7369,142.5115,5193.1948,44933.1146,,,52858.4881,3833.8601,812.2582,4646.1183,2018.6309,1111.0354,1815.2292,694.5433,1516.452,821.9087,22.06,20.44,1.62,1084.78,518.16,711.13,320.89,570.92,613.82,317.58,1.66,16.577945,0.95,11.217414729850784,9.67209540323739,7.795205393577698,1815.2291999999998,2.2737367544323206e-13,36.228872027266036
FY2022-23,2023,TAMILNAD MERCANTILE BANK LTD,57895.36586,14156.03773,37289.68931,245.64824,2622.00513,158.351454,6769.99408,47766.48605,525.0,,57895.36586,4081.041798,629.110331,4710.152129,1986.915909,1150.394349,2094.125889,543.582827,1572.841871,1029.259044,26.26,24.61,1.65,570.918549,271.351039,222.091657,98.717023,521.460909,317.581525,229.8252,1.97,16.784975,0.62,9.528985676758307,6.305753507681389,11.340613756377916,2094.125889,0.0,25.227904753897846
FY2023-24,2024,TAMILNAD MERCANTILE BANK LTD,61552.46,15262.59841,39733.75006,270.9797917,2717.009963,158.351454,7762.850808,49515.07323,1301.151103,,61552.46,4847.909394,644.9462974,5492.855692,2697.015852,1314.060573,2150.893542,409.7468107,1481.779266,1072.032455,29.37,27.97,1.4,521.4609092,502.7742334,237.9371487,211.2414577,575.0565363,229.8252004,335.8214398,1.84,14.438587,0.85,6.316730338734589,3.66069879657811,6.554253455108761,2150.8935420000003,-4.547473508864641e-13,4.1557478896440125
FY2024-25,2025,TAMILNAD MERCANTILE BANK LTD,66449.87025,15100.7978,43983.66913,284.4837087,2672.672707,158.351454,8850.340993,53688.95921,500.0,,66449.87025,5291.26697,850.4859955,6141.752965,2990.340109,1405.673221,2300.926861,563.1324712,1745.739636,1182.607165,32.71,31.24,1.47,575.0565363,177.7601563,169.5951415,27.09015965,556.1313914,335.8214398,160.4478545,1.88,13.970638,0.36,7.956481755562672,8.429526016476018,10.695992861439985,2300.9268609999995,4.547473508864641e-13,10.314492764120642
FY2022-23,2023,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,293016.0527,120957.2942,103574.254,754.2076,25077.0123,8633.416,27170.11404,187851.1754,44819.3457,,293016.0527,15602.7614,1731.0069,17333.7683,6113.6469,4750.7947,9489.1145,3016.3941,6469.3267,3452.9326,16.6,15.0,1.6,643.7985,208.9508,230.6231,98.5877,523.5385,150.0981,83.2639,1.25,10.084393,0.0,,,,9489.1145,0.0,
FY2023-24,2024,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,296773.0501,148523.9304,109216.1352,788.1336,20145.04707,8633.416,32615.20852,201218.9921,35980.2424,,296773.0501,19962.2489,3952.7235,23914.9724,8650.2334,5694.5292,11312.0155,4133.8768,9570.2098,5436.333,15.88,13.95,1.93,523.5385,229.3713,194.6765,100.103,458.1303,83.2639,50.3015,1.89,14.110788,,1.2821814250042252,7.116174105131523,5.44718497320773,11312.0155,0.0,57.441040117609
FY2024-25,2025,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,378940.7323,160283.5215,138277.8219,756.198313,31036.91236,8633.416,40026.17092,223377.8582,74642.9813,,378940.7323,23414.08045,4197.472188,27611.55263,10562.56846,6525.278112,12851.51199,4346.8454,10523.70607,6176.860665,16.34,14.96,1.38,458.1303,271.1092,179.024,91.2726,458.9429,50.3015,38.5962,1.83,13.74037,,27.68704306954859,11.012313434602472,26.60933446031699,12851.51199,0.0,13.62182311127742
FY2015-16,2016,THE ROYAL BANK OF SCOTLAND N.V.,14679.773,8069.9711,3539.0603,37.5155,1284.7292,169.0151,2647.7394,7962.3084,1573.9244,2326.7857,14679.773,1131.104,227.8726,1358.9766,481.8808,749.5005,649.2232,98.6315,127.5953,28.9638,26.09,21.95,4.14,82.1346,0.0077,20.7513,61.312,0.079,5.9286,,0.18,1.01822030707548,,,,,649.2232,0.0,
FY2016-17,2017,THE ROYAL BANK OF SCOTLAND N.V.,5470.3494,3691.7089,121.8887,41.0101,1081.6694,2802.821,-18.0389,545.9416,1463.1782,676.4475,5470.3494,26.6511,-0.7224,25.9287,4.9063,38.553,21.7448,0.5083,-17.5306,-18.0389,132.564,132.56,0.004,,183.4984,,,183.4984,,120.4144,-0.31,-0.644069700446124,98.79,-62.73546327998396,-93.14342559250782,-96.55590214159392,21.744799999999998,3.552713678800501e-15,-162.28084712641297
FY2017-18,2018,THE ROYAL BANK OF SCOTLAND N.V.,4716.4625,3776.2083,,19.2057,552.6999,2802.821,-199.1356,63.4726,1470.7366,578.5679,4716.4625,209.6742,2.4975,212.1717,75.3562,194.8155,134.318,123.0967,-58.0,-181.0967,295.68,295.19,0.49,183.4984,,19.3741,49.3876,114.7367,120.4144,,-3.59,-6.72164024372421,,-13.781329945761788,-88.37373814342047,,134.318,0.0,903.9231882210112
FY2018-19,2019,THE ROYAL BANK OF SCOTLAND N.V.,4751.755,4117.0194,,10.9861,483.8368,2802.821,-105.1448,31.5648,1560.3097,462.2043,4751.755,229.6439,35.0389,264.6828,83.9202,68.4082,145.7237,18.3636,112.3544,93.9908,313.3,312.76,0.54,114.7367,,,114.7367,,,,1.96,3.54591167672848,,0.7482832737459644,-50.27019532837791,,145.7237,0.0,-151.9008905187118
FY2019-20,2020,THE ROYAL BANK OF SCOTLAND N.V.,4786.7988,4181.1081,,6.9158,440.7745,2802.821,-207.6451,,1707.1916,,4786.7988,194.1851,1.156,195.3411,73.3959,162.4567,120.7892,-7.0736,-40.5115,-33.4379,284.1,283.56,0.54,,,,,,,,-0.7,-1.263511595,,0.7374917267409575,,,120.78920000000001,-1.4210854715202004e-14,-135.5757159211327
FY2020-21,2021,THE ROYAL BANK OF SCOTLAND N.V.,4754.3092,4191.9291,,5.0001,410.9107,2802.821,-181.0873,,1649.5444,,4754.3092,168.8646,1.3586,170.2232,10.5402,87.1237,158.3244,46.0015,72.5593,26.5578,290.36,289.93,0.43,,,,,,,,0.56,1.018,,-0.6787333530709483,,,158.3244,0.0,-179.4242461398593
FY2021-22,2022,THE ROYAL BANK OF SCOTLAND N.V.,4760.45,4303.2495,,,270.1114,2802.821,-260.5743,,1710.0684,,4760.45,99.7768,0.4655,100.2423,41.9104,93.5636,57.8664,44.2553,-35.2317,-79.487,306.42,306.05,0.37,,,,,,,,-1.67,-3.078517,,0.1291628234865394,,,57.86639999999999,7.105427357601002e-15,-399.2981346346459
FY2024-25,2025,UBS AG,7783.1224,4428.785,1566.9901,3.0085,341.2179,3225.0,2053.8781,2451.8801,,,7783.1224,398.8659,26.7151,425.581,79.7726,57.9291,319.0933,114.8248,287.8793,173.0545,178.76,175.4,3.36,,,,,,,,2.74,3.304615,,,,,319.0933,0.0,
FY2015-16,2016,UCO BANK,244882.5314,83974.2044,125905.3677,2884.6374,13559.0894,1075.5917,11446.3616,207118.2415,17240.4358,8001.9008,244882.5314,18560.9742,1596.3056,20157.2798,13712.9508,2840.943,4848.0234,6402.6434,3603.386,-2799.2574,9.63,7.63,2.0,10265.05,14942.35,2726.44,1573.23,20907.73,6330.58,11443.59,-1.25,-22.3307215917974,9.09,,,,4848.0234,0.0,
FY2016-17,2017,UCO BANK,231339.7065,74019.124,119724.4532,2849.4769,16646.7693,1559.7282,11193.7423,201284.5112,9534.962,7766.7628,231339.7065,16325.7993,2114.4909,18440.2902,12509.018,3005.1914,3816.7813,4776.748,2926.0808,-1850.6672,10.93,8.27,2.66,20907.73,9928.16,6320.22,1928.04,22540.95,11443.59,10703.39,-0.75,-14.6440052965601,8.94,-5.530335227496752,-2.81661830351142,-4.909174734096744,3816.7813000000006,-4.547473508864641e-13,-33.887208800448285
FY2017-18,2018,UCO BANK,216056.1768,70962.147,107470.0212,2875.102,20000.8705,2308.1571,12649.0241,181849.2799,12449.2619,6800.4538,216056.1768,14020.1254,1121.0032,15141.1286,10895.4025,2911.4858,3124.7229,5770.6096,1334.2403,-4436.3693,10.94,8.94,2.0,22540.95,15033.8,4290.12,2734.71,30549.92,10703.39,14082.07,-1.88,-32.0192346829577,13.1,-6.6065311187727405,-9.655602005406571,-10.235529728859106,3124.7229000000007,-4.547473508864641e-13,139.71729222844607
FY2018-19,2019,UCO BANK,230484.0802,82231.6918,99313.8423,2822.3143,21684.1328,5423.3982,11967.6544,197906.7817,8323.6786,6862.5673,230484.0802,14330.6323,1513.5146,15844.1469,10019.4785,3064.4243,4311.1538,7081.327,2760.2441,-4321.0829,10.7,8.64,2.06,30549.92,9082.44,5323.72,4420.31,29888.33,14082.07,9649.92,-1.84,-26.7160360390372,9.72,6.6778481475008755,8.830115691868624,-7.589259599029463,4311.1538,0.0,-2.5986655349003462
FY2019-20,2020,UCO BANK,235908.1513,90998.813,101174.2529,2840.3728,23088.5542,9918.3406,9291.2835,193203.4435,15695.0621,,235908.1513,15134.3332,2871.213,18005.5462,10042.0601,3127.8875,5092.2731,7272.4275,4835.5986,-2436.8289,11.7,8.98,2.72,29888.33,6181.38,4308.67,12479.09,19281.95,9649.92,5510.66,-0.96,-13.31575872,5.45,2.3533387187927746,-2.3765422082046794,1.8732641461803645,5092.2730999999985,1.8189894035458565e-12,-43.60605995316591
FY2020-21,2021,UCO BANK,253336.1092,93782.9499,111354.5409,3218.2324,21380.1421,9918.3406,10088.0729,205919.3944,15382.6323,,253336.1092,14446.1498,3424.1746,17870.3244,8966.4518,4754.8089,5479.698,3982.0297,4149.0637,167.034,13.74,11.14,2.6,19281.95,3102.06,1621.65,9410.39,11351.97,5510.66,4389.51,0.06,0.852,3.94,7.387603100597073,6.581637816408792,10.062133110152182,5479.6979999999985,1.8189894035458565e-12,-106.85456414276769
FY2021-22,2022,UCO BANK,267784.0157,96873.8026,122784.4056,3334.9212,18642.8953,11955.9582,11637.5394,224072.8983,13508.1442,,267784.0157,14981.3388,3100.8069,18082.1457,8508.3895,4776.3226,6472.9493,3867.6702,4797.4336,929.7634,13.74,10.97,2.77,11351.97,6122.62,3385.93,3851.23,10237.43,4389.5,3315.78,0.33,4.264978,2.7,5.7030584963290165,8.815830074138953,10.264390304715443,6472.9493,0.0,456.63122478058364
FY2022-23,2023,UCO BANK,300862.9865,95169.3452,155870.1787,3509.5093,17585.853,11955.9582,13808.5477,249337.737,20501.08,,300862.9865,17650.5183,2508.4581,20158.9764,10307.3933,5510.915,7343.125,2478.3305,4340.6681,1862.3376,16.51,13.96,2.55,10237.43,2096.03,2032.23,2574.77,7726.46,3315.78,2018.02,0.62,7.546244,1.29,12.352854860858686,11.275276435338544,26.946233879068426,7343.125,0.0,100.30231347028717
FY2023-24,2024,UCO BANK,323691.4516,92904.3955,182021.8651,3781.4733,15958.3565,11955.9582,15400.827,263129.7727,25331.4409,,323691.4516,21854.3358,3265.5294,25119.8652,13753.5555,6790.0639,8100.7803,2922.5017,4576.2458,1653.7441,16.98,14.54,2.44,7726.46,2072.39,1397.62,1937.92,6463.31,2018.02,1621.65,0.56,6.226295,0.89,7.587661535095469,5.531467424844716,16.77786387243041,8100.7803,0.0,-11.20062764130414
FY2024-25,2025,UCO BANK,362481.0826,94272.4901,215134.5788,3851.9503,13095.1517,12539.559,18465.318,293542.1782,28687.4853,,362481.0826,25066.9114,4406.6343,29473.5457,15436.8273,7999.4083,9630.0841,3592.3208,6037.3101,2444.9893,18.49,16.37,2.12,6463.31,2247.91,1226.58,1566.1,5918.54,1621.65,1068.31,0.76,8.378751,0.49,11.983520358126153,11.55794921567994,18.191613233832314,9630.0841,0.0,47.84568543585435
FY2017-18,2018,UJJIVAN SMALL FINANCE BANK LIMITED,9473.176,1232.4789,7336.2114,198.3448,211.3057,1640.0368,6.8977,3772.5174,3852.845,200.8791,9473.176,1467.8756,111.4796,1579.3552,606.8644,652.8698,861.0112,312.7584,319.621,6.8626,23.04,22.32,0.72,16.3995,556.6906,120.6883,176.4814,275.9204,1.7971,50.9337,0.08,0.416689309744862,0.69,,,,861.0112,0.0,
